9.284195303916931152e-02,3.299037693068385124e-03,2.747757434844970703e-01,3.254995448514819145e-03
9.271947294473648071e-02,3.256656927987933159e-03,2.744062840938568115e-01,3.224197775125503540e-03
9.285421669483184814e-02,3.218352794647216797e-03,2.743020355701446533e-01,3.197143785655498505e-03
9.303466230630874634e-02,3.178309882059693336e-03,2.740076780319213867e-01,3.168213414028286934e-03
9.350022673606872559e-02,3.140782471746206284e-03,2.740592956542968750e-01,3.142054658383131027e-03
9.400315582752227783e-02,3.103040158748626709e-03,2.738748788833618164e-01,3.115069353953003883e-03
9.478043764829635620e-02,3.061304101720452309e-03,2.737345099449157715e-01,3.085572039708495140e-03
9.561339765787124634e-02,3.028286620974540710e-03,2.737753689289093018e-01,3.062538336962461472e-03
9.678079932928085327e-02,2.986801322549581528e-03,2.735930681228637695e-01,3.033750923350453377e-03
9.804119169712066650e-02,2.954087685793638229e-03,2.738681435585021973e-01,3.011107444763183594e-03
9.938772022724151611e-02,2.921401057392358780e-03,2.739141881465911865e-01,2.988714724779129028e-03
1.011577174067497253e-01,2.885487861931324005e-03,2.741816341876983643e-01,2.964131534099578857e-03
1.029138267040252686e-01,2.854125108569860458e-03,2.744556963443756104e-01,2.942766062915325165e-03
1.048242375254631042e-01,2.824876923114061356e-03,2.750117182731628418e-01,2.922955667600035667e-03
1.069769561290740967e-01,2.793502295389771461e-03,2.752878069877624512e-01,2.901755971834063530e-03
1.094330698251724243e-01,2.761449432000517845e-03,2.756340205669403076e-01,2.880225190892815590e-03
1.117930710315704346e-01,2.733864821493625641e-03,2.760738432407379150e-01,2.861845307052135468e-03
1.145947128534317017e-01,2.703817794099450111e-03,2.765571177005767822e-01,2.841926878318190575e-03
1.176593527197837830e-01,2.673445735126733780e-03,2.769467532634735107e-01,2.821775618940591812e-03
1.212649047374725342e-01,2.640364924445748329e-03,2.771786153316497803e-01,2.799998736009001732e-03
1.247423961758613586e-01,2.611842006444931030e-03,2.776813805103302002e-01,2.781343879178166389e-03
1.284484118223190308e-01,2.583794994279742241e-03,2.782202959060668945e-01,2.763091353699564934e-03
1.329505890607833862e-01,2.552242018282413483e-03,2.787767350673675537e-01,2.742737066000699997e-03
1.372620761394500732e-01,2.524536335840821266e-03,2.793994843959808350e-01,2.724904799833893776e-03
1.417458355426788330e-01,2.497807843610644341e-03,2.800753712654113770e-01,2.707787556573748589e-03
1.466254144906997681e-01,2.470608800649642944e-03,2.807345390319824219e-01,2.690505702048540115e-03
1.516980081796646118e-01,2.444380661472678185e-03,2.815004587173461914e-01,2.673943527042865753e-03
1.576528400182723999e-01,2.415660535916686058e-03,2.823558151721954346e-01,2.655967371538281441e-03
1.638765335083007812e-01,2.387707121670246124e-03,2.832064628601074219e-01,2.638613106682896614e-03
1.704633235931396484e-01,2.360017970204353333e-03,2.840030491352081299e-01,2.621481893584132195e-03
1.772985756397247314e-01,2.333232900127768517e-03,2.848430275917053223e-01,2.605059184134006500e-03
1.841001361608505249e-01,2.308484399691224098e-03,2.858252227306365967e-01,2.590225078165531158e-03
1.916170269250869751e-01,2.282667672261595726e-03,2.867696285247802734e-01,2.574757672846317291e-03
2.005463689565658569e-01,2.253590151667594910e-03,2.875410318374633789e-01,2.556940773501992226e-03
2.106395512819290161e-01,2.222863957285881042e-03,2.882435619831085205e-01,2.538451459258794785e-03
2.191557288169860840e-01,2.198763191699981689e-03,2.889270484447479248e-01,2.524342155084013939e-03
