3.647461766377091408e-03,7.393132429569959641e-03,4.766535386443138123e-02,1.215239837765693665e-01,0.000000000000000000e+00
3.648641519248485565e-03,7.249607704579830170e-03,4.693916067481040955e-02,1.209441944956779480e-01,0.000000000000000000e+00
3.649902530014514923e-03,7.116070482879877090e-03,4.621951654553413391e-02,1.203884854912757874e-01,0.000000000000000000e+00
3.650983795523643494e-03,6.995819974690675735e-03,4.556385427713394165e-02,1.198767498135566711e-01,0.000000000000000000e+00
3.652241080999374390e-03,6.884512025862932205e-03,4.492039605975151062e-02,1.193872839212417603e-01,0.000000000000000000e+00
3.653203835710883141e-03,6.759573239833116531e-03,4.433013126254081726e-02,1.188274919986724854e-01,0.000000000000000000e+00
3.654257627204060555e-03,6.648326758295297623e-03,4.377789422869682312e-02,1.183117628097534180e-01,0.000000000000000000e+00
3.655614098533987999e-03,6.551414728164672852e-03,4.326090589165687561e-02,1.178427711129188538e-01,0.000000000000000000e+00
3.658778499811887741e-03,6.460834760218858719e-03,4.257887601852416992e-02,1.173632517457008362e-01,0.000000000000000000e+00
3.662289120256900787e-03,6.379584781825542450e-03,4.191062599420547485e-02,1.169130131602287292e-01,0.000000000000000000e+00
3.665437456220388412e-03,6.301519460976123810e-03,4.132536798715591431e-02,1.164741665124893188e-01,0.000000000000000000e+00
3.667275188490748405e-03,6.212004460394382477e-03,4.074258729815483093e-02,1.159923747181892395e-01,0.000000000000000000e+00
3.669047728180885315e-03,6.129217799752950668e-03,4.018295183777809143e-02,1.155341044068336487e-01,0.000000000000000000e+00
3.671214915812015533e-03,6.050854921340942383e-03,3.960963711142539978e-02,1.150806397199630737e-01,0.000000000000000000e+00
3.672505496069788933e-03,5.971914157271385193e-03,3.907377272844314575e-02,1.146269068121910095e-01,0.000000000000000000e+00
3.674061736091971397e-03,5.899379495531320572e-03,3.856142982840538025e-02,1.141906529664993286e-01,0.000000000000000000e+00
3.675647778436541557e-03,5.833193659782409668e-03,3.807206451892852783e-02,1.137787252664566040e-01,0.000000000000000000e+00
3.676272463053464890e-03,5.766497459262609482e-03,3.763642162084579468e-02,1.133665889501571655e-01,0.000000000000000000e+00
3.676739986985921860e-03,5.703811068087816238e-03,3.721964731812477112e-02,1.129683852195739746e-01,0.000000000000000000e+00
3.677336499094963074e-03,5.646357778459787369e-03,3.681682422757148743e-02,1.125882267951965332e-01,0.000000000000000000e+00
3.678466659039258957e-03,5.590827204287052155e-03,3.637641668319702148e-02,1.122001707553863525e-01,0.000000000000000000e+00
3.679633373394608498e-03,5.537353456020355225e-03,3.593001887202262878e-02,1.118128225207328796e-01,0.000000000000000000e+00
3.680902533233165741e-03,5.489503964781761169e-03,3.551774099469184875e-02,1.114492937922477722e-01,0.000000000000000000e+00
3.682180074974894524e-03,5.444603040814399719e-03,3.511090204119682312e-02,1.110951453447341919e-01,0.000000000000000000e+00
3.683530492708086967e-03,5.402476526796817780e-03,3.470509499311447144e-02,1.107490658760070801e-01,0.000000000000000000e+00
3.685068339109420776e-03,5.364044569432735443e-03,3.431364148855209351e-02,1.104162111878395081e-01,0.000000000000000000e+00
3.686842275783419609e-03,5.328470841050148010e-03,3.393080085515975952e-02,1.100899651646614075e-01,0.000000000000000000e+00
3.688680008053779602e-03,5.294607486575841904e-03,3.354907408356666565e-02,1.097647473216056824e-01,0.000000000000000000e+00
3.690572688356041908e-03,5.262658465653657913e-03,3.316690027713775635e-02,1.094431951642036438e-01,0.000000000000000000e+00
3.692494705319404602e-03,5.232402123510837555e-03,3.277949616312980652e-02,1.091247871518135071e-01,0.000000000000000000e+00
3.694567130878567696e-03,5.204617045819759369e-03,3.239479288458824158e-02,1.088147684931755066e-01,0.000000000000000000e+00
3.696851897984743118e-03,5.179831758141517639e-03,3.202728554606437683e-02,1.085166558623313904e-01,0.000000000000000000e+00
3.698849817737936974e-03,5.156148225069046021e-03,3.165679797530174255e-02,1.082245856523513794e-01,0.000000000000000000e+00
3.700397443026304245e-03,5.133908241987228394e-03,3.131058812141418457e-02,1.079388931393623352e-01,0.000000000000000000e+00
3.701437031850218773e-03,5.112853366881608963e-03,3.098173253238201141e-02,1.076581105589866638e-01,0.000000000000000000e+00
3.702841466292738914e-03,5.093680694699287415e-03,3.063786216080188751e-02,1.073813140392303467e-01,0.000000000000000000e+00
