9.284195303916931152e-02,3.299037693068385124e-03,2.747757434844970703e-01,3.254995448514819145e-03
9.271947294473648071e-02,3.256656927987933159e-03,2.744062840938568115e-01,3.224197775125503540e-03
9.285413473844528198e-02,3.218332305550575256e-03,2.743016183376312256e-01,3.197128651663661003e-03
9.303477406501770020e-02,3.178240731358528137e-03,2.740064859390258789e-01,3.168160561472177505e-03
9.350088983774185181e-02,3.140671644359827042e-03,2.740575075149536133e-01,3.141971072182059288e-03
9.400361776351928711e-02,3.102952148765325546e-03,2.738724648952484131e-01,3.115002298727631569e-03
9.478027373552322388e-02,3.061255440115928650e-03,2.737315595149993896e-01,3.085533622652292252e-03
9.561061114072799683e-02,3.028347389772534370e-03,2.737724781036376953e-01,3.062579082325100899e-03
9.677551686763763428e-02,2.986911218613386154e-03,2.735887169837951660e-01,3.033829620108008385e-03
9.803062677383422852e-02,2.954339375719428062e-03,2.738653123378753662e-01,3.011281369253993034e-03
9.937125444412231445e-02,2.921740757301449776e-03,2.739092707633972168e-01,2.988951047882437706e-03
1.011384204030036926e-01,2.885846886783838272e-03,2.741777002811431885e-01,2.964378800243139267e-03
1.028823405504226685e-01,2.854661317542195320e-03,2.744514048099517822e-01,2.943130210041999817e-03
1.048024073243141174e-01,2.825234550982713699e-03,2.750130295753479004e-01,2.923201303929090500e-03
1.069394052028656006e-01,2.794023836031556129e-03,2.752833366394042969e-01,2.902106847614049911e-03
1.093993857502937317e-01,2.761871088296175003e-03,2.756304442882537842e-01,2.880509244278073311e-03
1.117228716611862183e-01,2.734713023528456688e-03,2.760787606239318848e-01,2.862424589693546295e-03
1.145376339554786682e-01,2.704467857256531715e-03,2.765684723854064941e-01,2.842381130903959274e-03
1.175948977470397949e-01,2.674127928912639618e-03,2.769643962383270264e-01,2.822248032316565514e-03
1.212547346949577332e-01,2.640503458678722382e-03,2.771985828876495361e-01,2.800076268613338470e-03
1.247822493314743042e-01,2.611581003293395042e-03,2.777108252048492432e-01,2.781160175800323486e-03
1.285157203674316406e-01,2.583344932645559311e-03,2.782494425773620605e-01,2.762789139524102211e-03
1.330311447381973267e-01,2.551732584834098816e-03,2.788029313087463379e-01,2.742395969107747078e-03
1.373235136270523071e-01,2.524177776649594307e-03,2.794204950332641602e-01,2.724667312577366829e-03
1.417978852987289429e-01,2.497525885701179504e-03,2.800931334495544434e-01,2.707604551687836647e-03
1.466589719057083130e-01,2.470442559570074081e-03,2.807472646236419678e-01,2.690398599952459335e-03
1.517309099435806274e-01,2.444226061925292015e-03,2.815111577510833740e-01,2.673846902325749397e-03
1.576809734106063843e-01,2.415536902844905853e-03,2.823640406131744385e-01,2.655892400071024895e-03
1.638967394828796387e-01,2.387624233961105347e-03,2.832121551036834717e-01,2.638564677909016609e-03
1.704743206501007080e-01,2.359976293519139290e-03,2.840062975883483887e-01,2.621459309011697769e-03
1.772999912500381470e-01,2.333229174837470055e-03,2.848441302776336670e-01,2.605058252811431885e-03
1.840893626213073730e-01,2.308522583916783333e-03,2.858240008354187012e-01,2.590248594060540199e-03
1.915962696075439453e-01,2.282735658809542656e-03,2.867670953273773193e-01,2.574799815192818642e-03
2.005236148834228516e-01,2.253661165013909340e-03,2.875384688377380371e-01,2.556981751695275307e-03
2.106207162141799927e-01,2.222917508333921432e-03,2.882416546344757080e-01,2.538483589887619019e-03
2.191459983587265015e-01,2.198790665715932846e-03,2.889260947704315186e-01,2.524357987567782402e-03
