1.204861666333333226e+01,5.426006111333334303e+01,3.453999939000000268e+02,1.603333346000000148e+01
1.204677221999999936e+01,5.426444999999999652e+01,3.462000122000000033e+02,1.629999923999999822e+01
1.204487619285714217e+01,5.426893094999999789e+01,3.459571402428572355e+02,1.650000000000000000e+01
1.204300555666666739e+01,5.427333332999999982e+01,3.461333414666666499e+02,1.650000000000000000e+01
1.204113888999999915e+01,5.427779999999999916e+01,3.463666585333332932e+02,1.666666730000000030e+01
1.203925277999999999e+01,5.428226666999999850e+01,3.460166676833333099e+02,1.670000076000000178e+01
1.203735555666666457e+01,5.428676666999999867e+01,3.462000122000000033e+02,1.670000076000000178e+01
1.203548333333333531e+01,5.429124999999999801e+01,3.463999939000000268e+02,1.666666730000000030e+01
1.203361111333333433e+01,5.429573611166667035e+01,3.462999877999999967e+02,1.660000038000000089e+01
1.203175555666666874e+01,5.430023332999999752e+01,3.465000000000000000e+02,1.670000076000000178e+01
1.202992222333333139e+01,5.430473332999999769e+01,3.465666707333332965e+02,1.663333384000000237e+01
1.202753888833333384e+01,5.430923055333334304e+01,3.462166748000000212e+02,1.670000076000000178e+01
1.202417777666666510e+01,5.431369999999999720e+01,3.462999877999999967e+02,1.660000038000000089e+01
1.201979444666666552e+01,5.431818332999999654e+01,3.462000122000000033e+02,1.670000076000000178e+01
1.201437500000000114e+01,5.432274166999999920e+01,3.460000000000000000e+02,1.660000038000000089e+01
1.200801666333333628e+01,5.432709444666666343e+01,3.460000000000000000e+02,1.650000000000000000e+01
1.200067777666666657e+01,5.433152222333333015e+01,3.465666707333332965e+02,1.650000000000000000e+01
1.199230833500000060e+01,5.433600832999999852e+01,3.462000122000000033e+02,1.629999923999999822e+01
1.198298333333333154e+01,5.434037222222222141e+01,3.462888929555556388e+02,1.639999961999999911e+01
1.197265370666666762e+01,5.434475555555556525e+01,3.466000061000000301e+02,1.629999923999999822e+01
1.196135555666666761e+01,5.434916667000000245e+01,3.466000061000000301e+02,1.629999923999999822e+01
1.194904166666666789e+01,5.435358055333333738e+01,3.464833323166666901e+02,1.631666596999999896e+01
1.193574166666666514e+01,5.435799999999999699e+01,3.467833251999999788e+02,1.650000000000000000e+01
1.192139629444444360e+01,5.436245555555556308e+01,3.460444471555555879e+02,1.644444423333333205e+01
1.190603610833333192e+01,5.436690694750001285e+01,3.462083435000000122e+02,1.640833298499999771e+01
1.190603610833333192e+01,5.437133402874999888e+01,3.462708282500000223e+02,1.647083322250000137e+01
1.190237222066666334e+01,5.437569333666665727e+01,3.463533243866666567e+02,1.650000000000000000e+01
1.191402222047618764e+01,5.438009364904761611e+01,3.462000122000000033e+02,1.644761884857142675e+01
1.192467917000000099e+01,5.438448055749999810e+01,3.462000122000000033e+02,1.628333361833333370e+01
1.193428889000000126e+01,5.438892778000000305e+01,3.463999939000000268e+02,1.629999923999999822e+01
1.194298888999999875e+01,5.439332222333334244e+01,3.463333231666667871e+02,1.629999923999999822e+01
1.195069444666666492e+01,5.439767777666666859e+01,3.466666768333332698e+02,1.626666641333333274e+01
1.195743333000000064e+01,5.440204999666666907e+01,3.465666707333332965e+02,1.629999923999999822e+01
1.196310555888889304e+01,5.440644629666665821e+01,3.463444349555556414e+02,1.634444385333333116e+01
1.196780617481481457e+01,5.441086234629629814e+01,3.466666644074073815e+02,1.634074013555555283e+01
1.197151913592592543e+01,5.441528826851852330e+01,3.471666779629630355e+02,1.639629590222222078e+01
1.197424722416666931e+01,5.441972499666665897e+01,3.473166681916667358e+02,1.645833317499999993e+01
1.197596878587301639e+01,5.442417274904761371e+01,3.472730117095238711e+02,1.650000000000000000e+01
1.197667513349206381e+01,5.442864100619048173e+01,3.468920651380952336e+02,1.650000000000000000e+01
1.197639268964912418e+01,5.443311462280703239e+01,3.467228131175438079e+02,1.652456149684210374e+01
1.197514707385964883e+01,5.443760584912281075e+01,3.472491289070175071e+02,1.662982505473684469e+01
1.197341234296296619e+01,5.444209382777777506e+01,3.476000061000000301e+02,1.666296358222222196e+01
1.197169938185185245e+01,5.444657531111110416e+01,3.476000061000000301e+02,1.655185204888888961e+01
1.196997778000000068e+01,5.445099444666666955e+01,3.466333313000000089e+02,1.639999961999999911e+01
1.196807957322580585e+01,5.445552204483872316e+01,3.462838715580645044e+02,1.634516070193548387e+01
1.196633332999999944e+01,5.445985555333332684e+01,3.467333272333332843e+02,1.643333308000000059e+01
