3.647461766377091408e-03,7.393132429569959641e-03,4.766535386443138123e-02,1.215239837765693665e-01,0.000000000000000000e+00
3.648641519248485565e-03,7.249607704579830170e-03,4.693916067481040955e-02,1.209441944956779480e-01,0.000000000000000000e+00
3.649466205388307571e-03,7.116282358765602112e-03,4.628009721636772156e-02,1.203964427113533020e-01,0.000000000000000000e+00
3.648767247796058655e-03,6.997335702180862427e-03,4.587245732545852661e-02,1.199186369776725769e-01,0.000000000000000000e+00
3.646310651674866676e-03,6.889622658491134644e-03,4.574388638138771057e-02,1.195035353302955627e-01,0.000000000000000000e+00
3.641587449237704277e-03,6.770730018615722656e-03,4.595140367746353149e-02,1.190591752529144287e-01,0.000000000000000000e+00
3.635228844359517097e-03,6.667287088930606842e-03,4.646877571940422058e-02,1.186924055218696594e-01,0.000000000000000000e+00
3.627611557021737099e-03,6.578636355698108673e-03,4.728478565812110901e-02,1.183967366814613342e-01,0.000000000000000000e+00
3.618628019466996193e-03,6.496635731309652328e-03,4.834825173020362854e-02,1.181405410170555115e-01,0.000000000000000000e+00
3.610028885304927826e-03,6.423656828701496124e-03,4.954376444220542908e-02,1.179046928882598877e-01,0.000000000000000000e+00
3.600037191063165665e-03,6.359518039971590042e-03,5.107598006725311279e-02,1.177202537655830383e-01,0.000000000000000000e+00
3.586893435567617416e-03,6.288637872785329819e-03,5.299646779894828796e-02,1.175392717123031616e-01,0.000000000000000000e+00
3.570819972082972527e-03,6.222754251211881638e-03,5.548962578177452087e-02,1.174095720052719116e-01,0.000000000000000000e+00
3.554328111931681633e-03,6.171155255287885666e-03,5.844108015298843384e-02,1.173375621438026428e-01,0.000000000000000000e+00
3.537179669365286827e-03,6.133278366178274155e-03,6.189073622226715088e-02,1.173298358917236328e-01,0.000000000000000000e+00
3.520212369039654732e-03,6.110237911343574524e-03,6.593476235866546631e-02,1.173771843314170837e-01,0.000000000000000000e+00
3.597006900236010551e-03,6.612654309719800949e-03,6.972483545541763306e-02,1.190310344099998474e-01,0.000000000000000000e+00
3.648741170763969421e-03,6.997657474130392075e-03,7.082372158765792847e-02,1.203049942851066589e-01,0.000000000000000000e+00
3.636738052591681480e-03,6.882751360535621643e-03,6.749693304300308228e-02,1.199599802494049072e-01,0.000000000000000000e+00
3.652617568150162697e-03,6.721921730786561966e-03,5.959990248084068298e-02,1.190372407436370850e-01,0.000000000000000000e+00
3.684204304590821266e-03,6.570353638380765915e-03,5.160747841000556946e-02,1.179081425070762634e-01,0.000000000000000000e+00
3.714356571435928345e-03,6.468489766120910645e-03,4.625991359353065491e-02,1.169989407062530518e-01,0.000000000000000000e+00
3.738563973456621170e-03,6.400476209819316864e-03,4.285773262381553650e-02,1.162959560751914978e-01,0.000000000000000000e+00
3.753933822736144066e-03,6.353602744638919830e-03,4.086948558688163757e-02,1.157814264297485352e-01,0.000000000000000000e+00
3.766031702980399132e-03,6.312095094472169876e-03,3.933151066303253174e-02,1.153162717819213867e-01,0.000000000000000000e+00
3.777135396376252174e-03,6.274621933698654175e-03,3.800883889198303223e-02,1.148712188005447388e-01,0.000000000000000000e+00
3.724398324266076088e-03,5.613343324512243271e-03,3.502855822443962097e-02,1.114631816744804382e-01,0.000000000000000000e+00
3.705547889694571495e-03,5.358548834919929504e-03,3.314386680722236633e-02,1.099900230765342712e-01,0.000000000000000000e+00
3.693413920700550079e-03,5.258243530988693237e-03,3.284261003136634827e-02,1.093881055712699890e-01,0.000000000000000000e+00
3.697186009958386421e-03,5.223692860454320908e-03,3.231773152947425842e-02,1.090070977807044983e-01,0.000000000000000000e+00
3.698950167745351791e-03,5.196590442210435867e-03,3.201306983828544617e-02,1.086949631571769714e-01,0.000000000000000000e+00
3.699516411870718002e-03,5.175288300961256027e-03,3.182561695575714111e-02,1.084388419985771179e-01,0.000000000000000000e+00
3.699536435306072235e-03,5.156595725566148758e-03,3.165990486741065979e-02,1.082102805376052856e-01,0.000000000000000000e+00
3.700118744745850563e-03,5.135448183864355087e-03,3.137383982539176941e-02,1.079487502574920654e-01,0.000000000000000000e+00
3.700983710587024689e-03,5.113270599395036697e-03,3.102195076644420624e-02,1.076624467968940735e-01,0.000000000000000000e+00
3.702613059431314468e-03,5.092926789075136185e-03,3.063610754907131195e-02,1.073742285370826721e-01,0.000000000000000000e+00
